AddressID,Number,Street,City,State,ZipCode,FDN_Country
446,843,Boulevard Saint-Germain,Brussels,,50953,CH
162,1698,Via Roma,Zurich,,37884,IT
908,7901,Rue de Rivoli,Berlin,,55890,DE
4,6023,Cedar Ln,New York,,85248,BE
740,7031,Passeig de Gràcia,Brussels,,90422,GB
737,431,Corso Buenos Aires,Seattle,,45054,BE
849,2956,Avenue Victor Hugo,Miami,WV,40499,US
513,5752,Main St,Frankfurt,,28776,IT
781,1141,Park Blvd,Denver,,92991,CH
183,1504,Gran Via,London,MS,55028,US
520,5586,Sunset Blvd,San Francisco,,50846,NL
109,9300,Corso Buenos Aires,Marseille,,16895,IT
641,2580,Corso Buenos Aires,Lyon,,98338,DE
306,4459,Baker Street,Seattle,,65576,FR
999,9947,Baker Street,Barcelona,,45804,NL
796,8395,Cedar Ln,San Francisco,,66349,GB
894,4641,Via Roma,Rome,,79066,FR
973,745,Rue de Rivoli,Madrid,,88554,ES
834,126,High Street,Boston,IL,17987,US
383,4743,Avenue de l'Opéra,Berlin,,11013,ES
798,7056,Sunset Blvd,Munich,,59834,NL
166,3771,Gran Via,Geneva,,97562,BE
553,1181,Königstraße,Denver,,15544,IT
544,308,Baker Street,Marseille,,51033,CH
1,9395,Königstraße,Miami,,93904,CH
614,4744,Cedar Ln,Madrid,,12733,CH
332,2816,Corso Buenos Aires,Milan,,57428,IT
501,7156,Cedar Ln,Manchester,,67104,FR
20,8585,Maple Rd,Madrid,,50668,CH
808,3631,Avenue de l'Opéra,Frankfurt,,20011,IT
372,1869,Gran Via,Zurich,,35415,BE
315,5753,Park Blvd,Manchester,,23474,IT
246,4194,High Street,Frankfurt,,88957,DE
60,1235,Sunset Blvd,Los Angeles,,74764,DE
247,9237,Via Roma,Milan,,99277,NL
865,5180,Park Blvd,Milan,,18950,IT
933,7246,Boulevard Saint-Germain,New York,,87518,NL
88,5767,Gran Via,Marseille,MD,60521,US
750,617,Oak Ave,San Francisco,,47627,NL
498,1480,Corso Buenos Aires,Brussels,,76462,FR
71,7582,Via Roma,Geneva,,15376,CH
546,9367,High Street,Chicago,,89299,NL
129,8215,Park Blvd,Lyon,,69050,NL
132,5627,Maple Rd,Zurich,,94689,FR
676,642,Rue de Rivoli,Miami,,67377,DE
487,8587,Gran Via,Brussels,,30807,NL
563,6109,Boulevard Saint-Germain,Madrid,,63578,IT
170,9796,Oak Ave,Los Angeles,,94843,IT
906,1080,Avenue de l'Opéra,Berlin,,83133,IT
541,4656,Avenue Victor Hugo,Denver,,96057,CH
622,5462,Maple Rd,Amsterdam,,96980,DE
434,5732,Boulevard Saint-Germain,Los Angeles,,96787,DE
866,2113,Corso Buenos Aires,Miami,,21104,CH
784,9158,Königstraße,Los Angeles,,53054,ES
938,8625,Maple Rd,Los Angeles,,97878,DE
707,8332,Unter den Linden,Paris,,57526,CH
206,2954,High Street,Chicago,,73736,ES
731,3712,Park Blvd,Munich,,20114,GB
320,1658,Gran Via,Geneva,,79013,ES
844,5518,Corso Buenos Aires,Munich,RI,49377,US
688,2659,Sunset Blvd,Miami,,91885,DE
971,7171,Oak Ave,Barcelona,,57749,DE
877,7278,Corso Buenos Aires,Boston,,68841,GB
449,8750,Rue de Rivoli,Boston,,71474,GB
530,6027,Via Roma,Milan,,70513,GB
463,6257,Gran Via,Zurich,,64874,ES
124,3272,Corso Buenos Aires,Munich,,42768,DE
254,7874,Unter den Linden,Geneva,CT,93244,US
231,2043,Boulevard Saint-Germain,Marseille,,31012,BE
940,7362,Gran Via,Munich,,67340,ES
347,3638,Baker Street,San Francisco,,13495,FR
22,873,Königstraße,Zurich,,59015,CH
603,6327,Maple Rd,San Francisco,,39430,GB
568,5222,Cedar Ln,Miami,TN,43947,US
236,2255,Oak Ave,Boston,,71925,DE
972,7686,Baker Street,Brussels,,10688,DE
967,312,Avenue Victor Hugo,London,,29597,FR
8,9976,Gran Via,Barcelona,,24573,BE
73,3894,Boulevard Saint-Germain,Berlin,,16258,ES
725,6879,Corso Buenos Aires,Milan,,18232,GB
647,8190,Corso Buenos Aires,Geneva,,12154,FR
61,9422,Rue de Rivoli,Miami,,28818,BE
874,7033,Main St,Brussels,,56244,ES
70,9350,Goethestraße,Frankfurt,,97080,GB
872,8577,Unter den Linden,Marseille,,78951,FR
339,8313,Gran Via,Geneva,,12665,BE
728,7703,Oak Ave,Los Angeles,,60709,CH
527,4156,Main St,San Francisco,,18855,IT
244,3951,Cedar Ln,Amsterdam,,53583,IT
286,727,Unter den Linden,Geneva,,54374,DE
686,7613,Oxford Street,Los Angeles,,33891,DE
767,1034,Baker Street,Lyon,,48462,DE
220,718,High Street,Lyon,,51365,GB
753,8445,Königstraße,Geneva,,72049,ES
136,600,High Street,Boston,,56789,ES
585,5439,Avenue Victor Hugo,Berlin,MO,57272,US
591,7205,Königstraße,Chicago,,34486,CH
485,8152,Unter den Linden,Zurich,,44959,NL
249,6956,Maple Rd,Barcelona,,88964,FR
709,8938,Boulevard Saint-Germain,Chicago,,23447,DE
417,5373,Boulevard Saint-Germain,Boston,,68447,FR
195,2731,Baker Street,San Francisco,,68606,CH
97,5777,Corso Buenos Aires,Barcelona,LA,83816,US
946,1230,Königstraße,San Francisco,NV,98290,US
675,511,Park Blvd,Brussels,,98878,DE
442,571,Park Blvd,Marseille,,40932,NL
363,5934,Königstraße,Amsterdam,,14244,IT
991,7372,Unter den Linden,San Francisco,,68188,DE
421,9404,Park Blvd,Zurich,,58096,FR
479,5151,Avenue Victor Hugo,Manchester,,24869,CH
56,3049,Oxford Street,Zurich,MS,73619,US
690,4289,Avenue Victor Hugo,Miami,,68493,FR
670,4679,Oxford Street,London,,26074,GB
662,1214,Baker Street,Frankfurt,,68341,DE
101,5237,Unter den Linden,Miami,,18511,FR
63,8883,Boulevard Saint-Germain,Boston,,30644,BE
413,5923,Gran Via,Manchester,,25907,DE
348,2276,Rue de Rivoli,Rome,,13445,GB
112,9078,Via Roma,San Francisco,,71263,IT
255,2127,Corso Buenos Aires,Marseille,,18617,BE
923,6524,Oxford Street,Zurich,,63843,ES
926,9420,Maple Rd,Munich,,51553,CH
814,7373,Baker Street,Seattle,,77811,FR
966,2103,Passeig de Gràcia,Los Angeles,,87042,IT
144,2115,Goethestraße,Zurich,,17263,DE
963,8489,Park Blvd,Boston,,31581,FR
188,5287,Rue de Rivoli,San Francisco,,78012,DE
717,1293,Avenue Victor Hugo,London,,93238,ES
887,4497,Park Blvd,Los Angeles,,49691,BE
256,1531,Gran Via,Los Angeles,,32103,BE
78,2805,Corso Buenos Aires,Denver,,89316,DE
454,9235,Oak Ave,Paris,,20646,IT
564,9450,Avenue Victor Hugo,Los Angeles,IL,74991,US
692,497,Oxford Street,Los Angeles,,81509,CH
52,4950,Oxford Street,Manchester,,99783,ES
668,4874,Baker Street,Marseille,,17852,CH
554,7203,Goethestraße,Rome,,70875,DE
16,5574,Corso Buenos Aires,Munich,,50970,GB
980,5659,Königstraße,Munich,,58567,IT
243,9203,Cedar Ln,Chicago,,41685,BE
171,2008,Avenue Victor Hugo,Milan,,42495,NL
706,1587,Oak Ave,Boston,,60351,DE
957,4068,Sunset Blvd,Chicago,,85718,CH
493,3111,Sunset Blvd,Rome,,77466,IT
219,8172,Boulevard Saint-Germain,Rome,,13037,NL
869,6443,Gran Via,Milan,,41552,FR
727,9558,Unter den Linden,Lyon,,16624,GB
169,8109,Corso Buenos Aires,Los Angeles,,98148,ES
886,4682,Passeig de Gràcia,Paris,,24089,NL
3,2195,Avenue Victor Hugo,Denver,,57943,CH
400,5996,Oak Ave,Madrid,,16705,CH
758,3190,Unter den Linden,Geneva,,47827,BE
466,6330,Gran Via,Milan,,82070,FR
293,1947,Park Blvd,Berlin,,61629,ES
815,5556,Passeig de Gràcia,San Francisco,,28909,IT
570,9871,Gran Via,Madrid,,75546,GB
499,743,Oak Ave,Munich,VT,43652,US
159,8509,Baker Street,Munich,,89463,NL
685,2291,Avenue de l'Opéra,Brussels,,51750,BE
304,6439,Corso Buenos Aires,Denver,,49221,DE
223,8312,Gran Via,Geneva,,74205,IT
773,7781,Main St,San Francisco,,53416,ES
594,6825,Via Roma,Boston,,92478,FR
556,9780,Oxford Street,New York,TN,75821,US
691,842,Via Roma,Rome,,32349,GB
322,6230,Park Blvd,Seattle,,41745,BE
59,9381,Cedar Ln,London,AK,57807,US
861,6862,Park Blvd,Barcelona,,36724,IT
847,8222,Corso Buenos Aires,Rome,,18163,CH
489,8499,High Street,Geneva,,52604,DE
515,8610,Königstraße,Chicago,,32699,NL
783,8735,Avenue de l'Opéra,Geneva,,56437,NL
805,9996,Oxford Street,London,,42311,ES
640,9144,Boulevard Saint-Germain,Manchester,,49008,ES
521,3397,Oxford Street,Chicago,,72888,ES
83,9184,Avenue Victor Hugo,Boston,,25974,IT
191,6221,Königstraße,San Francisco,,29198,BE
766,690,Boulevard Saint-Germain,Miami,,20358,ES
610,7248,Avenue Victor Hugo,Denver,,72793,IT
723,3311,Passeig de Gràcia,New York,,83664,GB
241,2250,Cedar Ln,Brussels,,86917,ES
414,3973,Oak Ave,Seattle,,79604,GB
123,3815,Oak Ave,Berlin,,64172,GB
584,7740,Cedar Ln,Seattle,,28018,IT
853,9017,Sunset Blvd,Barcelona,TN,62350,US
593,3268,Boulevard Saint-Germain,Chicago,,47409,NL
609,1466,Via Roma,Manchester,OH,96821,US
41,2869,Goethestraße,Frankfurt,AZ,52034,US
84,3053,Boulevard Saint-Germain,Lyon,,11214,NL
968,9306,Corso Buenos Aires,Berlin,,53914,ES
845,7445,Passeig de Gràcia,Zurich,,74738,ES
579,8262,Baker Street,New York,,35272,DE
536,5418,Sunset Blvd,Denver,,70150,FR
870,3051,Main St,Denver,,54185,ES
268,9303,High Street,Frankfurt,,90079,ES
210,7008,Gran Via,Chicago,,21368,CH
794,1563,Sunset Blvd,Munich,,72580,CH
245,4065,Main St,New York,,60275,IT
917,7320,Avenue Victor Hugo,Chicago,,49576,GB
859,4286,Unter den Linden,Miami,KS,08142,US
135,7626,Boulevard Saint-Germain,Frankfurt,,63138,FR
308,5096,Cedar Ln,Los Angeles,,48671,BE
469,3619,Rue de Rivoli,Munich,,72676,IT
613,7455,Corso Buenos Aires,San Francisco,,64505,DE
75,7715,Passeig de Gràcia,Seattle,,38627,BE
10,9762,Maple Rd,Zurich,,68556,GB
857,5928,Maple Rd,Amsterdam,,24707,BE
577,8973,Gran Via,London,OR,70341,US
103,2696,Avenue de l'Opéra,Zurich,,67912,DE
76,3366,Via Roma,Rome,,21919,FR
551,7299,Oak Ave,Milan,,27294,BE
989,6807,Baker Street,Amsterdam,,17567,BE
519,7576,Boulevard Saint-Germain,Denver,,12853,BE
608,4170,Main St,Denver,,38560,CH
712,743,Goethestraße,San Francisco,,18357,FR
358,988,Maple Rd,Rome,,14159,BE
629,6699,Sunset Blvd,Munich,,94085,ES
889,6136,Königstraße,Milan,,59479,CH
379,1315,Passeig de Gràcia,Munich,,95660,CH
292,1944,Sunset Blvd,Geneva,,61518,IT
928,2087,Rue de Rivoli,Paris,,12979,BE
743,7586,Passeig de Gràcia,Barcelona,,79721,ES
557,3763,Rue de Rivoli,Milan,,55371,CH
310,4517,High Street,Denver,,24790,DE
822,6869,Corso Buenos Aires,Paris,KS,27011,US
9,1654,Corso Buenos Aires,Lyon,,68515,FR
733,4010,Oak Ave,Madrid,NE,30715,US
307,3560,Oak Ave,Munich,,76046,BE
107,3837,Via Roma,Chicago,,85690,ES
138,3882,Boulevard Saint-Germain,Munich,,96535,IT
941,3622,Goethestraße,Boston,,46064,BE
119,9122,Via Roma,Denver,IA,82050,US
110,9108,Oxford Street,Lyon,,55143,CH
820,8593,Avenue de l'Opéra,Miami,,64568,CH
953,2445,Boulevard Saint-Germain,Madrid,,34101,CH
279,7759,Rue de Rivoli,Manchester,,49418,BE
289,7587,Oak Ave,Geneva,,64090,DE
216,9131,Gran Via,Munich,,60910,CH
352,4178,High Street,Chicago,,94765,GB
209,7370,Unter den Linden,Marseille,,80206,FR
576,845,Avenue Victor Hugo,Madrid,,98299,GB
977,1193,High Street,Amsterdam,WA,88008,US
779,3556,Oxford Street,London,,53642,BE
821,252,High Street,London,,25376,ES
53,3975,Corso Buenos Aires,Miami,,36805,NL
948,3922,Passeig de Gràcia,Chicago,,47101,CH
652,7640,Passeig de Gràcia,Los Angeles,,57088,CH
284,4286,Unter den Linden,Zurich,,75179,ES
46,1616,Oxford Street,Chicago,,36624,NL
803,5127,Goethestraße,Lyon,,83731,IT
342,2391,Main St,New York,,82523,GB
134,4837,Park Blvd,London,,53236,CH
269,6224,Via Roma,Manchester,,75444,GB
785,5531,Avenue Victor Hugo,Rome,,94108,BE
453,7551,Sunset Blvd,Denver,,56160,NL
438,2294,Passeig de Gràcia,Rome,,34123,DE
601,963,Gran Via,Lyon,,19742,BE
777,105,Goethestraße,Munich,SD,30334,US
762,2475,Main St,London,,76287,FR
153,6115,Oak Ave,Brussels,,93588,NL
37,7994,Main St,Paris,,79758,NL
588,6740,Main St,Paris,,79391,BE
152,8778,Boulevard Saint-Germain,Paris,,75826,ES
441,2938,Cedar Ln,Berlin,,78732,CH
131,3949,High Street,Brussels,,79003,DE
43,5808,Avenue Victor Hugo,Madrid,,20357,ES
316,6653,Baker Street,Amsterdam,,41877,IT
905,4915,Maple Rd,Los Angeles,,95182,GB
942,1532,Königstraße,Madrid,MS,72443,US
367,920,Main St,Miami,,32463,NL
569,8190,Goethestraße,Los Angeles,,53420,FR
677,8654,Oak Ave,Manchester,,37710,FR
106,4442,Oak Ave,Marseille,,99709,NL
897,8898,Via Roma,Seattle,,14312,ES
665,5153,Main St,London,,86943,DE
649,6526,Maple Rd,Boston,,31292,DE
667,9285,Königstraße,Seattle,,80852,GB
904,6289,Park Blvd,Miami,,20279,IT
182,5667,Oak Ave,Berlin,,67290,BE
423,1246,Avenue de l'Opéra,Brussels,,90460,GB
997,5348,Main St,Los Angeles,,45825,CH
184,8039,Rue de Rivoli,San Francisco,,82487,NL
341,7076,Sunset Blvd,Seattle,,86791,CH
422,1405,Corso Buenos Aires,Boston,,42302,CH
900,1345,Avenue Victor Hugo,Munich,,59807,FR
831,6384,Avenue de l'Opéra,San Francisco,,23965,DE
832,86,Boulevard Saint-Germain,Milan,,57175,FR
111,1675,Park Blvd,Marseille,,34561,ES
392,7354,Passeig de Gràcia,Geneva,,77166,CH
40,1693,Main St,Marseille,,56388,CH
482,1525,Corso Buenos Aires,Brussels,,52523,BE
228,203,Boulevard Saint-Germain,Barcelona,,60829,CH
205,9168,Rue de Rivoli,Amsterdam,,78302,FR
472,6238,Sunset Blvd,Munich,,45247,DE
359,4398,Oxford Street,Munich,,18292,ES
811,7122,Avenue Victor Hugo,Barcelona,,49289,DE
698,1261,Unter den Linden,New York,,42321,NL
408,9729,Corso Buenos Aires,London,,70012,NL
447,2220,Boulevard Saint-Germain,Paris,,61864,FR
117,6225,Avenue de l'Opéra,Milan,,53874,IT
549,9739,Park Blvd,Boston,,52030,CH
13,7849,Avenue de l'Opéra,Frankfurt,,62198,GB
338,4776,Oxford Street,Amsterdam,,41775,IT
99,6162,Avenue Victor Hugo,Madrid,,57843,IT
514,9239,High Street,Amsterdam,,81516,FR
858,9013,Main St,Denver,,70505,DE
854,7184,Boulevard Saint-Germain,Miami,,19064,GB
