"PublisherID","SourceID","ProductID","ProductName","ProductDescription","NormalizedProductName","ProductFamily","ProductLine","GTIN","ManufacturerPartNumber","EffectiveFrom","EffectiveTo","GlobalQualityScore","IsHazardous","IsProcurementRelevant","IsSellable","FID_Brand","FID_ProductHierarchy","FID_LifecycleStatus","FID_ProductStatus","FID_ProductType"
"SAPMDG","PRD-000011","PRD-000011","Laptop Docking Station Series 03","Laptop Docking Station Series 03 for workplace accessories use cases","LAPTOP DOCKING STATION SERIES 03","Computing","Workplace Accessories","10000000000011","MPN-COM-00011","2024-01-12","2028-12-31","97","false","true","true","BRD-ECO","H-LAPTOPS","LCS-NEW","PSTAT-DESIGN","PTYPE-FG"
"SAPMDG","PRD-000012","PRD-000012","Smart Air Purifier Series 04","Smart Air Purifier Series 04 for climate use cases","SMART AIR PURIFIER SERIES 04","Home Appliances","Climate","10000000000012","MPN-HOM-00012","2024-01-13","2028-12-31","98","false","true","true","BRD-APEX","H-HOME","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000013","PRD-000013","Sterile Procedure Kit Series 05","Sterile Procedure Kit Series 05 for clinical kits use cases","STERILE PROCEDURE KIT SERIES 05","Medical","Clinical Kits","10000000000013","MPN-MED-00013","2024-01-14","2028-12-31","99","false","true","true","BRD-ORBIT","H-MED","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-KIT"
"SAPMDG","PRD-000014","PRD-000014","Plant Maintenance Filter Series 06","Plant Maintenance Filter Series 06 for maintenance use cases","PLANT MAINTENANCE FILTER SERIES 06","Industrial","Maintenance","10000000000014","MPN-IND-00014","2024-01-15","2028-12-31","86","false","true","false","BRD-HELIX","H-CONS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-CONSUMABLE"
"SAPMDG","PRD-000015","PRD-000015","EV Battery Module Series 07","EV Battery Module Series 07 for electrification use cases","EV BATTERY MODULE SERIES 07","Automotive","Electrification","10000000000015","MPN-AUT-00015","2024-01-16","2028-12-31","87","true","true","true","BRD-VITA","H-AUTO","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000016","PRD-000016","Recyclable Shipping Case Series 08","Recyclable Shipping Case Series 08 for sustainable packaging use cases","RECYCLABLE SHIPPING CASE SERIES 08","Packaging","Sustainable Packaging","10000000000016","MPN-PAC-00016","2024-01-17","2028-12-31","88","false","true","true","BRD-QUANT","H-PACK","LCS-NEW","PSTAT-DESIGN","PTYPE-FG"
"SAPMDG","PRD-000017","PRD-000017","Wireless Headphones Series 09","Wireless Headphones Series 09 for premium audio use cases","WIRELESS HEADPHONES SERIES 09","Audio","Premium Audio","10000000000017","MPN-AUD-00017","2024-01-18","2028-12-31","89","false","true","true","BRD-ACME","H-HEADPHONES","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000018","PRD-000018","Industrial Sensor Series 01","Industrial Sensor Series 01 for factory automation use cases","INDUSTRIAL SENSOR SERIES 01","Industrial","Factory Automation","10000000000018","MPN-IND-00018","2024-01-19","2028-12-31","90","false","true","true","BRD-NOVA","H-ELEC","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000019","PRD-000019","Laptop Docking Station Series 02","Laptop Docking Station Series 02 for workplace accessories use cases","LAPTOP DOCKING STATION SERIES 02","Computing","Workplace Accessories","10000000000019","MPN-COM-00019","2024-01-20","2028-12-31","91","false","true","true","BRD-ECO","H-LAPTOPS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000020","PRD-000020","Smart Air Purifier Series 03","Smart Air Purifier Series 03 for climate use cases","SMART AIR PURIFIER SERIES 03","Home Appliances","Climate","10000000000020","MPN-HOM-00020","2024-01-21","2028-12-31","92","false","true","true","BRD-APEX","H-HOME","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-FG"
"SAPMDG","PRD-000021","PRD-000021","Sterile Procedure Kit Series 04","Sterile Procedure Kit Series 04 for clinical kits use cases","STERILE PROCEDURE KIT SERIES 04","Medical","Clinical Kits","10000000000021","MPN-MED-00021","2024-01-22","2028-12-31","93","false","true","true","BRD-ORBIT","H-MED","LCS-NEW","PSTAT-DESIGN","PTYPE-KIT"
"SAPMDG","PRD-000022","PRD-000022","Plant Maintenance Filter Series 05","Plant Maintenance Filter Series 05 for maintenance use cases","PLANT MAINTENANCE FILTER SERIES 05","Industrial","Maintenance","10000000000022","MPN-IND-00022","2024-01-23","2028-12-31","94","false","true","false","BRD-HELIX","H-CONS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-CONSUMABLE"
"SAPMDG","PRD-000023","PRD-000023","EV Battery Module Series 06","EV Battery Module Series 06 for electrification use cases","EV BATTERY MODULE SERIES 06","Automotive","Electrification","10000000000023","MPN-AUT-00023","2024-01-24","2028-12-31","95","true","true","true","BRD-VITA","H-AUTO","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000024","PRD-000024","Recyclable Shipping Case Series 07","Recyclable Shipping Case Series 07 for sustainable packaging use cases","RECYCLABLE SHIPPING CASE SERIES 07","Packaging","Sustainable Packaging","10000000000024","MPN-PAC-00024","2024-01-25","2028-12-31","96","false","true","true","BRD-QUANT","H-PACK","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000025","PRD-000025","Wireless Headphones Series 08","Wireless Headphones Series 08 for premium audio use cases","WIRELESS HEADPHONES SERIES 08","Audio","Premium Audio","10000000000025","MPN-AUD-00025","2024-01-26","2028-12-31","97","false","true","true","BRD-ACME","H-HEADPHONES","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-FG"
"SAPMDG","PRD-000026","PRD-000026","Industrial Sensor Series 09","Industrial Sensor Series 09 for factory automation use cases","INDUSTRIAL SENSOR SERIES 09","Industrial","Factory Automation","10000000000026","MPN-IND-00026","2024-01-27","2028-12-31","98","false","true","true","BRD-NOVA","H-ELEC","LCS-NEW","PSTAT-DESIGN","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000027","PRD-000027","Laptop Docking Station Series 01","Laptop Docking Station Series 01 for workplace accessories use cases","LAPTOP DOCKING STATION SERIES 01","Computing","Workplace Accessories","10000000000027","MPN-COM-00027","2024-01-28","2028-12-31","99","false","true","true","BRD-ECO","H-LAPTOPS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000028","PRD-000028","Smart Air Purifier Series 02","Smart Air Purifier Series 02 for climate use cases","SMART AIR PURIFIER SERIES 02","Home Appliances","Climate","10000000000028","MPN-HOM-00028","2024-01-29","2028-12-31","86","false","true","true","BRD-APEX","H-HOME","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000029","PRD-000029","Sterile Procedure Kit Series 03","Sterile Procedure Kit Series 03 for clinical kits use cases","STERILE PROCEDURE KIT SERIES 03","Medical","Clinical Kits","10000000000029","MPN-MED-00029","2024-01-30","2028-12-31","87","false","true","true","BRD-ORBIT","H-MED","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-KIT"
"SAPMDG","PRD-000030","PRD-000030","Plant Maintenance Filter Series 04","Plant Maintenance Filter Series 04 for maintenance use cases","PLANT MAINTENANCE FILTER SERIES 04","Industrial","Maintenance","10000000000030","MPN-IND-00030","2024-01-31","2028-12-31","88","false","true","false","BRD-HELIX","H-CONS","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-CONSUMABLE"
"SAPMDG","PRD-000031","PRD-000031","EV Battery Module Series 05","EV Battery Module Series 05 for electrification use cases","EV BATTERY MODULE SERIES 05","Automotive","Electrification","10000000000031","MPN-AUT-00031","2024-02-01","2028-12-31","89","true","true","true","BRD-VITA","H-AUTO","LCS-NEW","PSTAT-DESIGN","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000032","PRD-000032","Recyclable Shipping Case Series 06","Recyclable Shipping Case Series 06 for sustainable packaging use cases","RECYCLABLE SHIPPING CASE SERIES 06","Packaging","Sustainable Packaging","10000000000032","MPN-PAC-00032","2024-02-02","2028-12-31","90","false","true","true","BRD-QUANT","H-PACK","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000033","PRD-000033","Wireless Headphones Series 07","Wireless Headphones Series 07 for premium audio use cases","WIRELESS HEADPHONES SERIES 07","Audio","Premium Audio","10000000000033","MPN-AUD-00033","2024-02-03","2028-12-31","91","false","true","true","BRD-ACME","H-HEADPHONES","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000034","PRD-000034","Industrial Sensor Series 08","Industrial Sensor Series 08 for factory automation use cases","INDUSTRIAL SENSOR SERIES 08","Industrial","Factory Automation","10000000000034","MPN-IND-00034","2024-02-04","2028-12-31","92","false","true","true","BRD-NOVA","H-ELEC","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000035","PRD-000035","Laptop Docking Station Series 09","Laptop Docking Station Series 09 for workplace accessories use cases","LAPTOP DOCKING STATION SERIES 09","Computing","Workplace Accessories","10000000000035","MPN-COM-00035","2024-02-05","2028-12-31","93","false","true","true","BRD-ECO","H-LAPTOPS","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-FG"
"SAPMDG","PRD-000036","PRD-000036","Smart Air Purifier Series 01","Smart Air Purifier Series 01 for climate use cases","SMART AIR PURIFIER SERIES 01","Home Appliances","Climate","10000000000036","MPN-HOM-00036","2024-02-06","2028-12-31","94","false","true","true","BRD-APEX","H-HOME","LCS-NEW","PSTAT-DESIGN","PTYPE-FG"
"SAPMDG","PRD-000037","PRD-000037","Sterile Procedure Kit Series 02","Sterile Procedure Kit Series 02 for clinical kits use cases","STERILE PROCEDURE KIT SERIES 02","Medical","Clinical Kits","10000000000037","MPN-MED-00037","2024-02-07","2028-12-31","95","false","true","true","BRD-ORBIT","H-MED","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-KIT"
"SAPMDG","PRD-000038","PRD-000038","Plant Maintenance Filter Series 03","Plant Maintenance Filter Series 03 for maintenance use cases","PLANT MAINTENANCE FILTER SERIES 03","Industrial","Maintenance","10000000000038","MPN-IND-00038","2024-02-08","2028-12-31","96","false","true","false","BRD-HELIX","H-CONS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-CONSUMABLE"
"SAPMDG","PRD-000039","PRD-000039","EV Battery Module Series 04","EV Battery Module Series 04 for electrification use cases","EV BATTERY MODULE SERIES 04","Automotive","Electrification","10000000000039","MPN-AUT-00039","2024-02-09","2028-12-31","97","true","true","true","BRD-VITA","H-AUTO","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000040","PRD-000040","Recyclable Shipping Case Series 05","Recyclable Shipping Case Series 05 for sustainable packaging use cases","RECYCLABLE SHIPPING CASE SERIES 05","Packaging","Sustainable Packaging","10000000000040","MPN-PAC-00040","2024-02-10","2028-12-31","98","false","true","true","BRD-QUANT","H-PACK","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-FG"
"SAPMDG","PRD-000041","PRD-000041","Wireless Headphones Series 06","Wireless Headphones Series 06 for premium audio use cases","WIRELESS HEADPHONES SERIES 06","Audio","Premium Audio","10000000000041","MPN-AUD-00041","2024-02-11","2028-12-31","99","false","true","true","BRD-ACME","H-HEADPHONES","LCS-NEW","PSTAT-DESIGN","PTYPE-FG"
"SAPMDG","PRD-000042","PRD-000042","Industrial Sensor Series 07","Industrial Sensor Series 07 for factory automation use cases","INDUSTRIAL SENSOR SERIES 07","Industrial","Factory Automation","10000000000042","MPN-IND-00042","2024-02-12","2028-12-31","86","false","true","true","BRD-NOVA","H-ELEC","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000043","PRD-000043","Laptop Docking Station Series 08","Laptop Docking Station Series 08 for workplace accessories use cases","LAPTOP DOCKING STATION SERIES 08","Computing","Workplace Accessories","10000000000043","MPN-COM-00043","2024-02-13","2028-12-31","87","false","true","true","BRD-ECO","H-LAPTOPS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000044","PRD-000044","Smart Air Purifier Series 09","Smart Air Purifier Series 09 for climate use cases","SMART AIR PURIFIER SERIES 09","Home Appliances","Climate","10000000000044","MPN-HOM-00044","2024-02-14","2028-12-31","88","false","true","true","BRD-APEX","H-HOME","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000045","PRD-000045","Sterile Procedure Kit Series 01","Sterile Procedure Kit Series 01 for clinical kits use cases","STERILE PROCEDURE KIT SERIES 01","Medical","Clinical Kits","10000000000045","MPN-MED-00045","2024-02-15","2028-12-31","89","false","true","true","BRD-ORBIT","H-MED","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-KIT"
"SAPMDG","PRD-000046","PRD-000046","Plant Maintenance Filter Series 02","Plant Maintenance Filter Series 02 for maintenance use cases","PLANT MAINTENANCE FILTER SERIES 02","Industrial","Maintenance","10000000000046","MPN-IND-00046","2024-02-16","2028-12-31","90","false","true","false","BRD-HELIX","H-CONS","LCS-NEW","PSTAT-DESIGN","PTYPE-CONSUMABLE"
"SAPMDG","PRD-000047","PRD-000047","EV Battery Module Series 03","EV Battery Module Series 03 for electrification use cases","EV BATTERY MODULE SERIES 03","Automotive","Electrification","10000000000047","MPN-AUT-00047","2024-02-17","2028-12-31","91","true","true","true","BRD-VITA","H-AUTO","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000048","PRD-000048","Recyclable Shipping Case Series 04","Recyclable Shipping Case Series 04 for sustainable packaging use cases","RECYCLABLE SHIPPING CASE SERIES 04","Packaging","Sustainable Packaging","10000000000048","MPN-PAC-00048","2024-02-18","2028-12-31","92","false","true","true","BRD-QUANT","H-PACK","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000049","PRD-000049","Wireless Headphones Series 05","Wireless Headphones Series 05 for premium audio use cases","WIRELESS HEADPHONES SERIES 05","Audio","Premium Audio","10000000000049","MPN-AUD-00049","2024-02-19","2028-12-31","93","false","true","true","BRD-ACME","H-HEADPHONES","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000050","PRD-000050","Industrial Sensor Series 06","Industrial Sensor Series 06 for factory automation use cases","INDUSTRIAL SENSOR SERIES 06","Industrial","Factory Automation","10000000000050","MPN-IND-00050","2024-02-20","2028-12-31","94","false","true","true","BRD-NOVA","H-ELEC","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000051","PRD-000051","Laptop Docking Station Series 07","Laptop Docking Station Series 07 for workplace accessories use cases","LAPTOP DOCKING STATION SERIES 07","Computing","Workplace Accessories","10000000000051","MPN-COM-00051","2024-02-21","2028-12-31","95","false","true","true","BRD-ECO","H-LAPTOPS","LCS-NEW","PSTAT-DESIGN","PTYPE-FG"
"SAPMDG","PRD-000052","PRD-000052","Smart Air Purifier Series 08","Smart Air Purifier Series 08 for climate use cases","SMART AIR PURIFIER SERIES 08","Home Appliances","Climate","10000000000052","MPN-HOM-00052","2024-02-22","2028-12-31","96","false","true","true","BRD-APEX","H-HOME","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000053","PRD-000053","Sterile Procedure Kit Series 09","Sterile Procedure Kit Series 09 for clinical kits use cases","STERILE PROCEDURE KIT SERIES 09","Medical","Clinical Kits","10000000000053","MPN-MED-00053","2024-02-23","2028-12-31","97","false","true","true","BRD-ORBIT","H-MED","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-KIT"
"SAPMDG","PRD-000054","PRD-000054","Plant Maintenance Filter Series 01","Plant Maintenance Filter Series 01 for maintenance use cases","PLANT MAINTENANCE FILTER SERIES 01","Industrial","Maintenance","10000000000054","MPN-IND-00054","2024-02-24","2028-12-31","98","false","true","false","BRD-HELIX","H-CONS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-CONSUMABLE"
"SAPMDG","PRD-000055","PRD-000055","EV Battery Module Series 02","EV Battery Module Series 02 for electrification use cases","EV BATTERY MODULE SERIES 02","Automotive","Electrification","10000000000055","MPN-AUT-00055","2024-02-25","2028-12-31","99","true","true","true","BRD-VITA","H-AUTO","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000056","PRD-000056","Recyclable Shipping Case Series 03","Recyclable Shipping Case Series 03 for sustainable packaging use cases","RECYCLABLE SHIPPING CASE SERIES 03","Packaging","Sustainable Packaging","10000000000056","MPN-PAC-00056","2024-02-26","2028-12-31","86","false","true","true","BRD-QUANT","H-PACK","LCS-NEW","PSTAT-DESIGN","PTYPE-FG"
"SAPMDG","PRD-000057","PRD-000057","Wireless Headphones Series 04","Wireless Headphones Series 04 for premium audio use cases","WIRELESS HEADPHONES SERIES 04","Audio","Premium Audio","10000000000057","MPN-AUD-00057","2024-02-27","2028-12-31","87","false","true","true","BRD-ACME","H-HEADPHONES","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000058","PRD-000058","Industrial Sensor Series 05","Industrial Sensor Series 05 for factory automation use cases","INDUSTRIAL SENSOR SERIES 05","Industrial","Factory Automation","10000000000058","MPN-IND-00058","2024-02-28","2028-12-31","88","false","true","true","BRD-NOVA","H-ELEC","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000059","PRD-000059","Laptop Docking Station Series 06","Laptop Docking Station Series 06 for workplace accessories use cases","LAPTOP DOCKING STATION SERIES 06","Computing","Workplace Accessories","10000000000059","MPN-COM-00059","2024-02-29","2028-12-31","89","false","true","true","BRD-ECO","H-LAPTOPS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000060","PRD-000060","Smart Air Purifier Series 07","Smart Air Purifier Series 07 for climate use cases","SMART AIR PURIFIER SERIES 07","Home Appliances","Climate","10000000000060","MPN-HOM-00060","2024-03-01","2028-12-31","90","false","true","true","BRD-APEX","H-HOME","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-FG"
"SAPMDG","PRD-000061","PRD-000061","Sterile Procedure Kit Series 08","Sterile Procedure Kit Series 08 for clinical kits use cases","STERILE PROCEDURE KIT SERIES 08","Medical","Clinical Kits","10000000000061","MPN-MED-00061","2024-03-02","2028-12-31","91","false","true","true","BRD-ORBIT","H-MED","LCS-NEW","PSTAT-DESIGN","PTYPE-KIT"
"SAPMDG","PRD-000062","PRD-000062","Plant Maintenance Filter Series 09","Plant Maintenance Filter Series 09 for maintenance use cases","PLANT MAINTENANCE FILTER SERIES 09","Industrial","Maintenance","10000000000062","MPN-IND-00062","2024-03-03","2028-12-31","92","false","true","false","BRD-HELIX","H-CONS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-CONSUMABLE"
"SAPMDG","PRD-000063","PRD-000063","EV Battery Module Series 01","EV Battery Module Series 01 for electrification use cases","EV BATTERY MODULE SERIES 01","Automotive","Electrification","10000000000063","MPN-AUT-00063","2024-03-04","2028-12-31","93","true","true","true","BRD-VITA","H-AUTO","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000064","PRD-000064","Recyclable Shipping Case Series 02","Recyclable Shipping Case Series 02 for sustainable packaging use cases","RECYCLABLE SHIPPING CASE SERIES 02","Packaging","Sustainable Packaging","10000000000064","MPN-PAC-00064","2024-03-05","2028-12-31","94","false","true","true","BRD-QUANT","H-PACK","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000065","PRD-000065","Wireless Headphones Series 03","Wireless Headphones Series 03 for premium audio use cases","WIRELESS HEADPHONES SERIES 03","Audio","Premium Audio","10000000000065","MPN-AUD-00065","2024-03-06","2028-12-31","95","false","true","true","BRD-ACME","H-HEADPHONES","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-FG"
"SAPMDG","PRD-000066","PRD-000066","Industrial Sensor Series 04","Industrial Sensor Series 04 for factory automation use cases","INDUSTRIAL SENSOR SERIES 04","Industrial","Factory Automation","10000000000066","MPN-IND-00066","2024-03-07","2028-12-31","96","false","true","true","BRD-NOVA","H-ELEC","LCS-NEW","PSTAT-DESIGN","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000067","PRD-000067","Laptop Docking Station Series 05","Laptop Docking Station Series 05 for workplace accessories use cases","LAPTOP DOCKING STATION SERIES 05","Computing","Workplace Accessories","10000000000067","MPN-COM-00067","2024-03-08","2028-12-31","97","false","true","true","BRD-ECO","H-LAPTOPS","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000068","PRD-000068","Smart Air Purifier Series 06","Smart Air Purifier Series 06 for climate use cases","SMART AIR PURIFIER SERIES 06","Home Appliances","Climate","10000000000068","MPN-HOM-00068","2024-03-09","2028-12-31","98","false","true","true","BRD-APEX","H-HOME","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000069","PRD-000069","Sterile Procedure Kit Series 07","Sterile Procedure Kit Series 07 for clinical kits use cases","STERILE PROCEDURE KIT SERIES 07","Medical","Clinical Kits","10000000000069","MPN-MED-00069","2024-03-10","2028-12-31","99","false","true","true","BRD-ORBIT","H-MED","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-KIT"
"SAPMDG","PRD-000070","PRD-000070","Plant Maintenance Filter Series 08","Plant Maintenance Filter Series 08 for maintenance use cases","PLANT MAINTENANCE FILTER SERIES 08","Industrial","Maintenance","10000000000070","MPN-IND-00070","2024-03-11","2028-12-31","86","false","true","false","BRD-HELIX","H-CONS","LCS-PHASEOUT","PSTAT-PHASEOUT","PTYPE-CONSUMABLE"
"SAPMDG","PRD-000071","PRD-000071","EV Battery Module Series 09","EV Battery Module Series 09 for electrification use cases","EV BATTERY MODULE SERIES 09","Automotive","Electrification","10000000000071","MPN-AUT-00071","2024-03-12","2028-12-31","87","true","true","true","BRD-VITA","H-AUTO","LCS-NEW","PSTAT-DESIGN","PTYPE-ASSEMBLY"
"SAPMDG","PRD-000072","PRD-000072","Recyclable Shipping Case Series 01","Recyclable Shipping Case Series 01 for sustainable packaging use cases","RECYCLABLE SHIPPING CASE SERIES 01","Packaging","Sustainable Packaging","10000000000072","MPN-PAC-00072","2024-03-13","2028-12-31","88","false","true","true","BRD-QUANT","H-PACK","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000073","PRD-000073","Wireless Headphones Series 02","Wireless Headphones Series 02 for premium audio use cases","WIRELESS HEADPHONES SERIES 02","Audio","Premium Audio","10000000000073","MPN-AUD-00073","2024-03-14","2028-12-31","89","false","true","true","BRD-ACME","H-HEADPHONES","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-FG"
"SAPMDG","PRD-000074","PRD-000074","Industrial Sensor Series 03","Industrial Sensor Series 03 for factory automation use cases","INDUSTRIAL SENSOR SERIES 03","Industrial","Factory Automation","10000000000074","MPN-IND-00074","2024-03-15","2028-12-31","90","false","true","true","BRD-NOVA","H-ELEC","LCS-ACTIVE","PSTAT-ACTIVE","PTYPE-ASSEMBLY"
